user_id,timestamp,group,landing_page,converted
601444,2017-01-09 18:53:18.000000,control,old_page,0
601701,2017-01-02 22:26:55.000000,control,old_page,0
608811,2017-01-12 11:24:22.000000,control,old_page,0
608892,2017-01-08 05:29:29.000000,treatment,new_page,0
603185,2017-01-15 01:58:40.000000,control,old_page,0
607980,2017-01-15 19:29:13.000000,control,old_page,0
601104,2017-01-14 00:13:29.000000,treatment,new_page,0
601695,2017-01-10 07:32:57.000000,treatment,new_page,0
602202,2017-01-08 17:36:57.000000,treatment,new_page,0
611885,2017-01-15 19:55:43.000000,treatment,new_page,0
600073,2017-01-12 05:40:03.000000,control,old_page,0
607206,2017-01-15 11:56:38.000000,control,old_page,0
603083,2017-01-03 13:20:04.000000,control,old_page,0
607951,2017-01-09 02:23:17.000000,treatment,new_page,0
601346,2017-01-14 19:26:33.000000,control,old_page,0
605250,2017-01-12 22:51:15.000000,treatment,new_page,0
605617,2017-01-12 13:49:42.000000,treatment,new_page,0
600127,2017-01-13 04:12:42.000000,treatment,new_page,0
608718,2017-01-07 19:05:14.000000,control,old_page,0
607905,2017-01-09 20:56:27.000000,treatment,new_page,0
605424,2017-01-08 13:51:04.000000,treatment,new_page,0
605033,2017-01-09 22:37:27.000000,control,old_page,0
602098,2017-01-12 23:02:42.000000,treatment,new_page,0
610193,2017-01-11 08:42:16.000000,treatment,new_page,0
611027,2017-01-03 00:56:19.000000,control,old_page,0
611308,2017-01-14 00:40:31.000000,treatment,new_page,0
603211,2017-01-16 05:19:24.000000,treatment,new_page,0
610156,2017-01-14 04:06:46.000000,treatment,new_page,0
606188,2017-01-13 22:03:35.000000,treatment,new_page,0
605812,2017-01-10 19:02:20.000000,control,old_page,0
601651,2017-01-13 18:43:54.000000,treatment,new_page,0
600493,2017-01-15 21:37:28.000000,control,old_page,0
610329,2017-01-04 00:41:24.000000,control,old_page,0
606379,2017-01-14 05:51:40.000000,control,old_page,1
605667,2017-01-03 02:38:38.000000,control,old_page,0
600884,2017-01-12 22:58:33.000000,treatment,new_page,0
608857,2017-01-07 13:50:47.000000,control,old_page,0
604693,2017-01-14 14:07:56.000000,control,old_page,0
610698,2017-01-07 20:37:06.000000,treatment,new_page,0
605860,2017-01-16 00:23:58.000000,control,old_page,1
605372,2017-01-10 10:16:37.000000,treatment,new_page,0
601662,2017-01-11 13:10:05.000000,control,old_page,0
602617,2017-01-12 04:21:29.000000,treatment,new_page,1
605664,2017-01-15 04:11:44.000000,treatment,new_page,0
606336,2017-01-02 15:43:04.000000,control,old_page,0
609670,2017-01-15 16:03:05.000000,treatment,new_page,0
605030,2017-01-12 12:57:58.000000,control,old_page,0
607397,2017-01-05 04:33:59.000000,control,old_page,0
607629,2017-01-10 02:30:41.000000,control,old_page,0
610129,2017-01-10 05:59:18.000000,control,old_page,0
602880,2017-01-15 20:03:10.000000,treatment,new_page,0
605084,2017-01-10 03:32:28.000000,control,old_page,0
609751,2017-01-08 23:48:46.000000,control,old_page,0
610518,2017-01-04 12:16:42.000000,control,old_page,0
600717,2017-01-16 11:51:07.000000,control,old_page,0
603716,2017-01-05 01:38:38.000000,control,old_page,0
601779,2017-01-14 01:59:56.000000,control,old_page,0
610367,2017-01-16 08:35:01.000000,control,old_page,0
602850,2017-01-10 05:07:09.000000,control,old_page,0
602182,2017-01-06 12:26:21.000000,control,old_page,0
607829,2017-01-08 13:11:06.000000,control,old_page,1
601515,2017-01-06 11:39:35.000000,treatment,new_page,0
601887,2017-01-06 06:47:41.000000,treatment,new_page,0
603866,2017-01-05 03:51:04.000000,control,old_page,0
602448,2017-01-07 03:40:25.000000,control,old_page,0
601427,2017-01-13 23:43:48.000000,treatment,new_page,0
607583,2017-01-04 10:04:40.000000,control,old_page,0
611765,2017-01-05 06:55:23.000000,treatment,new_page,0
600328,2017-01-11 20:41:01.000000,control,old_page,0
606926,2017-01-07 08:04:40.000000,control,old_page,0
604149,2017-01-07 13:20:24.000000,treatment,new_page,0
608623,2017-01-15 05:54:21.000000,treatment,new_page,0
608449,2017-01-04 20:54:36.000000,control,old_page,0
603304,2017-01-05 21:25:50.000000,treatment,new_page,0
601366,2017-01-11 22:03:52.000000,treatment,new_page,0
605774,2017-01-03 15:41:30.000000,treatment,new_page,0
610100,2017-01-04 13:42:18.000000,treatment,new_page,0
601816,2017-01-04 14:55:13.000000,treatment,new_page,0
608635,2017-01-16 04:37:38.000000,treatment,new_page,0
600425,2017-01-06 12:24:01.000000,treatment,new_page,1
606183,2017-01-14 01:22:49.000000,control,old_page,0
608434,2017-01-12 23:48:22.000000,treatment,new_page,0
603140,2017-01-04 08:55:25.000000,treatment,new_page,0
606163,2017-01-09 16:34:08.000000,treatment,new_page,0
608754,2017-01-10 22:33:16.000000,treatment,new_page,0
603214,2017-01-04 14:57:07.000000,control,old_page,0
604908,2017-01-06 22:21:06.000000,treatment,new_page,0
608475,2017-01-10 04:23:24.000000,treatment,new_page,1
610891,2017-01-10 20:28:05.000000,treatment,new_page,0
604498,2017-01-07 21:29:34.000000,control,old_page,0
608868,2017-01-13 21:11:27.000000,treatment,old_page,0
602295,2017-01-07 08:11:52.000000,treatment,new_page,0
608290,2017-01-08 18:58:21.000000,control,new_page,0
604886,2017-01-04 03:35:30.000000,control,old_page,1
605856,2017-01-06 14:58:36.000000,treatment,new_page,0
607460,2017-01-02 21:15:51.000000,control,old_page,0
600830,2017-01-04 12:03:49.000000,control,old_page,0
609566,2017-01-10 02:25:17.000000,control,old_page,0
601908,2017-01-10 14:10:08.000000,treatment,new_page,0
600498,2017-01-10 04:49:12.000000,control,old_page,0
602601,2017-01-14 01:10:53.000000,treatment,new_page,0
608313,2017-01-13 23:11:38.000000,treatment,new_page,0
606671,2017-01-10 23:54:13.000000,treatment,new_page,0
604083,2017-01-08 17:12:32.000000,treatment,new_page,0
609801,2017-01-14 16:10:32.000000,treatment,new_page,0
608286,2017-01-14 20:11:07.000000,treatment,new_page,0
603592,2017-01-14 15:20:11.000000,treatment,old_page,0
606283,2017-01-13 15:42:15.000000,control,old_page,0
600419,2017-01-03 07:04:34.000000,treatment,new_page,0
600299,2017-01-09 17:13:53.000000,treatment,new_page,0
611521,2017-01-15 19:06:20.000000,control,old_page,0
606536,2017-01-13 11:31:44.000000,treatment,new_page,0
602498,2017-01-16 10:37:48.000000,treatment,new_page,0
606209,2017-01-03 07:45:47.000000,treatment,new_page,0
607410,2017-01-13 22:46:33.000000,control,old_page,0
608599,2017-01-12 09:42:17.000000,treatment,new_page,0
604416,2017-01-08 18:54:33.000000,control,old_page,1
610002,2017-01-04 22:32:37.000000,treatment,new_page,1
610013,2017-01-10 07:35:52.000000,control,old_page,0
605051,2017-01-04 23:17:14.000000,treatment,new_page,0
600913,2017-01-13 06:30:33.000000,control,old_page,0
608658,2017-01-12 05:40:14.000000,control,old_page,1
604175,2017-01-15 11:46:38.000000,control,old_page,0
603646,2017-01-10 23:19:38.000000,treatment,new_page,0
605832,2017-01-08 06:45:57.000000,control,old_page,0
611671,2017-01-15 12:38:55.000000,treatment,new_page,1
608577,2017-01-03 00:44:26.000000,control,old_page,0
603124,2017-01-12 22:30:25.000000,control,old_page,0
600848,2017-01-12 15:19:53.000000,treatment,new_page,0
605949,2017-01-16 06:13:04.000000,control,old_page,0
606062,2017-01-10 12:26:04.000000,control,old_page,0
603707,2017-01-04 23:58:04.000000,treatment,new_page,0
610633,2017-01-16 12:59:14.000000,treatment,new_page,0
610275,2017-01-07 04:51:41.000000,treatment,new_page,0
606611,2017-01-10 11:12:01.000000,treatment,new_page,0
601901,2017-01-04 14:30:20.000000,control,old_page,0
601194,2017-01-13 02:22:16.000000,control,old_page,0
605844,2017-01-08 12:29:22.000000,treatment,new_page,0
603470,2017-01-14 02:36:15.000000,treatment,new_page,1
607957,2017-01-04 00:27:22.000000,control,old_page,0
603884,2017-01-08 06:35:57.000000,treatment,new_page,0
602990,2017-01-09 20:26:07.000000,control,old_page,0
600351,2017-01-08 13:01:39.000000,treatment,new_page,0
600049,2017-01-07 20:56:06.000000,treatment,new_page,0
601223,2017-01-05 07:05:18.000000,control,old_page,0
605931,2017-01-03 10:26:06.000000,control,old_page,0
606440,2017-01-13 10:08:12.000000,treatment,new_page,0
604288,2017-01-08 06:55:00.000000,treatment,new_page,0
603280,2017-01-10 05:01:33.000000,control,old_page,1
610687,2017-01-08 01:06:37.000000,treatment,new_page,0
608880,2017-01-13 20:57:17.000000,treatment,new_page,0
611577,2017-01-02 21:00:56.000000,control,old_page,0
607811,2017-01-04 19:54:00.000000,control,old_page,0
600264,2017-01-09 07:17:52.000000,treatment,new_page,0
609761,2017-01-05 03:47:48.000000,treatment,new_page,0
601888,2017-01-13 10:36:01.000000,treatment,new_page,0
610991,2017-01-07 21:21:29.000000,control,old_page,1
610098,2017-01-05 05:53:56.000000,control,old_page,0
605731,2017-01-05 09:46:25.000000,treatment,new_page,0
606154,2017-01-13 21:22:05.000000,control,old_page,0
611479,2017-01-05 10:45:40.000000,treatment,new_page,1
611211,2017-01-15 03:57:00.000000,treatment,new_page,0
607484,2017-01-02 21:22:18.000000,control,old_page,0
611088,2017-01-03 13:37:34.000000,control,old_page,0
608706,2017-01-11 20:04:57.000000,control,old_page,0
602788,2017-01-09 03:21:15.000000,treatment,new_page,0
604550,2017-01-15 09:51:47.000000,treatment,new_page,0
603063,2017-01-05 02:49:42.000000,control,old_page,0
608157,2017-01-05 13:57:21.000000,control,old_page,0
608676,2017-01-06 12:40:32.000000,treatment,new_page,0
603147,2017-01-14 00:01:13.000000,treatment,new_page,0
605493,2017-01-08 10:20:31.000000,control,old_page,0
608720,2017-01-06 00:29:51.000000,control,old_page,0
610311,2017-01-04 15:54:23.000000,treatment,new_page,1
602101,2017-01-15 03:35:53.000000,treatment,new_page,1
604284,2017-01-07 01:13:52.000000,control,old_page,1
604857,2017-01-15 10:58:05.000000,treatment,new_page,0
602694,2017-01-02 21:12:01.000000,treatment,new_page,0
609361,2017-01-12 22:02:09.000000,treatment,new_page,0
611191,2017-01-08 23:40:09.000000,treatment,new_page,0
600760,2017-01-05 08:58:07.000000,control,old_page,0
601542,2017-01-11 11:06:35.000000,treatment,new_page,0
602276,2017-01-03 12:29:37.000000,control,old_page,0
600399,2017-01-15 12:08:58.000000,control,old_page,0
603460,2017-01-15 12:04:02.000000,treatment,new_page,0
607482,2017-01-11 16:56:33.000000,control,old_page,0
606940,2017-01-06 11:16:31.000000,control,old_page,0
601812,2017-01-13 00:34:10.000000,control,old_page,0
611740,2017-01-10 13:16:03.000000,treatment,new_page,0
606721,2017-01-05 10:54:19.000000,control,old_page,0
610050,2017-01-03 15:21:02.000000,treatment,new_page,0
605078,2017-01-15 10:22:01.000000,control,old_page,0
605803,2017-01-08 11:53:23.000000,treatment,new_page,0
603021,2017-01-08 18:28:29.000000,treatment,new_page,0
603845,2017-01-13 23:29:17.000000,control,old_page,0
609135,2017-01-13 15:40:10.000000,control,old_page,0
607970,2017-01-14 07:30:24.000000,treatment,new_page,0
607888,2017-01-14 09:29:38.000000,control,old_page,0
606815,2017-01-06 19:22:15.000000,treatment,new_page,0
605732,2017-01-06 08:21:56.000000,treatment,new_page,0
600238,2017-01-03 12:14:25.000000,treatment,new_page,0
610281,2017-01-03 12:34:01.000000,control,old_page,0
602064,2017-01-12 07:40:39.000000,treatment,new_page,0
605436,2017-01-02 22:28:37.000000,control,old_page,0
607922,2017-01-04 20:56:55.000000,control,new_page,0
608806,2017-01-03 14:55:40.000000,control,old_page,0
610119,2017-01-04 02:04:42.000000,control,old_page,0
607135,2017-01-04 23:23:25.000000,treatment,new_page,0
607733,2017-01-04 18:28:37.000000,control,old_page,0
607940,2017-01-08 10:21:04.000000,treatment,new_page,0
605306,2017-01-05 17:50:55.000000,control,old_page,0
603014,2017-01-08 11:02:22.000000,treatment,new_page,0
602993,2017-01-04 07:27:22.000000,treatment,new_page,0
607756,2017-01-09 06:51:09.000000,control,old_page,0
601492,2017-01-14 03:08:02.000000,treatment,new_page,0
602773,2017-01-12 21:09:36.000000,treatment,new_page,1
610980,2017-01-07 11:20:17.000000,treatment,new_page,1
610222,2017-01-14 08:30:52.000000,control,old_page,0
607524,2017-01-13 19:16:07.000000,control,old_page,0
610428,2017-01-09 09:13:01.000000,control,old_page,0
609851,2017-01-06 01:41:17.000000,control,old_page,0
610580,2017-01-03 13:16:07.000000,control,old_page,1
603916,2017-01-06 01:46:23.000000,treatment,new_page,0
605042,2017-01-16 07:54:45.000000,treatment,new_page,0
602417,2017-01-10 16:35:17.000000,control,old_page,0
606405,2017-01-15 04:25:49.000000,treatment,new_page,0
601553,2017-01-15 14:07:36.000000,treatment,new_page,0
608520,2017-01-04 00:25:13.000000,treatment,new_page,0
605680,2017-01-05 13:40:19.000000,control,old_page,0
602264,2017-01-07 11:05:19.000000,control,old_page,0
605310,2017-01-05 23:36:07.000000,control,old_page,0
601475,2017-01-08 08:23:30.000000,control,old_page,0
610840,2017-01-04 04:36:33.000000,control,old_page,0
601160,2017-01-03 13:24:43.000000,control,old_page,0
603050,2017-01-08 15:44:49.000000,treatment,new_page,0
605988,2017-01-15 03:43:57.000000,treatment,new_page,0
607338,2017-01-04 08:41:22.000000,treatment,new_page,0
600216,2017-01-07 15:42:02.000000,treatment,new_page,0
604868,2017-01-15 05:44:24.000000,treatment,new_page,0
604164,2017-01-03 18:23:33.000000,control,old_page,1
602349,2017-01-06 19:35:09.000000,control,old_page,0
610380,2017-01-12 11:41:11.000000,control,old_page,0
611770,2017-01-05 19:46:13.000000,control,old_page,0
601131,2017-01-15 05:57:06.000000,treatment,new_page,1
608884,2017-01-13 14:53:55.000000,treatment,new_page,0
610930,2017-01-04 06:58:20.000000,control,old_page,0
607011,2017-01-10 15:44:00.000000,control,old_page,1
602096,2017-01-06 13:25:31.000000,control,old_page,0
607316,2017-01-03 10:47:30.000000,control,old_page,0
609828,2017-01-04 09:14:07.000000,control,old_page,1
611789,2017-01-05 22:23:18.000000,treatment,new_page,0
606930,2017-01-08 14:42:50.000000,control,old_page,0
611716,2017-01-03 01:26:38.000000,treatment,new_page,0
605102,2017-01-13 01:39:46.000000,treatment,new_page,0
605274,2017-01-03 05:45:41.000000,control,old_page,0
605558,2017-01-04 23:46:50.000000,treatment,new_page,0
601877,2017-01-13 17:54:51.000000,treatment,new_page,0
600289,2017-01-11 09:10:27.000000,control,old_page,0
606726,2017-01-08 00:02:02.000000,control,old_page,0
600124,2017-01-10 02:35:16.000000,control,old_page,0
611626,2017-01-04 01:40:52.000000,treatment,new_page,0
610646,2017-01-08 03:52:14.000000,treatment,old_page,0
611252,2017-01-15 15:47:18.000000,control,old_page,0
609024,2017-01-11 19:28:49.000000,treatment,new_page,0
611101,2017-01-12 09:02:43.000000,treatment,new_page,0
607633,2017-01-13 01:30:55.000000,treatment,new_page,0
606640,2017-01-10 07:12:19.000000,treatment,new_page,0
608129,2017-01-08 06:15:25.000000,control,old_page,0
601247,2017-01-06 18:24:55.000000,treatment,new_page,0
606712,2017-01-09 21:19:46.000000,treatment,new_page,0
604034,2017-01-16 10:22:43.000000,treatment,new_page,0
608401,2017-01-09 15:54:47.000000,control,old_page,0
611625,2017-01-15 01:52:18.000000,treatment,new_page,0
602006,2017-01-14 09:41:17.000000,control,old_page,0
608177,2017-01-04 09:44:29.000000,control,old_page,0
608374,2017-01-05 21:28:20.000000,treatment,new_page,0
611338,2017-01-12 16:25:37.000000,control,old_page,1
603633,2017-01-06 07:17:21.000000,control,new_page,1
602181,2017-01-05 10:34:50.000000,control,old_page,0
608424,2017-01-04 21:26:51.000000,control,old_page,0
611591,2017-01-14 10:23:42.000000,control,old_page,0
607578,2017-01-08 20:44:25.000000,treatment,new_page,0
605387,2017-01-12 05:23:10.000000,control,old_page,0
603455,2017-01-05 19:20:07.000000,treatment,new_page,0
611315,2017-01-11 23:56:04.000000,control,old_page,0
607775,2017-01-14 20:53:19.000000,control,old_page,0
600108,2017-01-04 14:53:48.000000,treatment,new_page,0
602820,2017-01-15 03:23:50.000000,treatment,new_page,0
603381,2017-01-08 13:37:13.000000,control,old_page,0
606908,2017-01-09 22:34:13.000000,treatment,new_page,0
601507,2017-01-15 06:26:15.000000,control,old_page,0
605649,2017-01-15 18:09:02.000000,treatment,new_page,0
608389,2017-01-04 23:50:02.000000,control,old_page,1
610075,2017-01-08 16:37:51.000000,treatment,new_page,0
600224,2017-01-06 11:07:41.000000,treatment,new_page,0
604450,2017-01-06 19:53:15.000000,treatment,new_page,0
602612,2017-01-13 16:23:08.000000,control,old_page,0
601020,2017-01-06 04:35:55.000000,control,old_page,0
601761,2017-01-04 19:28:04.000000,control,old_page,0
604302,2017-01-04 11:38:24.000000,control,old_page,0
605993,2017-01-13 04:27:42.000000,treatment,new_page,0
602199,2017-01-04 09:53:47.000000,control,old_page,0
604973,2017-01-14 15:11:04.000000,treatment,new_page,0
611635,2017-01-14 14:32:41.000000,treatment,new_page,1
611003,2017-01-11 18:27:38.000000,control,old_page,0
611433,2017-01-02 23:37:05.000000,treatment,new_page,0
601379,2017-01-15 03:31:59.000000,control,old_page,0
600584,2017-01-12 06:16:49.000000,treatment,new_page,0
604508,2017-01-03 15:33:21.000000,treatment,new_page,0
606742,2017-01-12 02:24:11.000000,treatment,new_page,0
602937,2017-01-06 20:35:00.000000,treatment,new_page,0
611421,2017-01-14 16:32:27.000000,treatment,new_page,0
610278,2017-01-09 23:37:42.000000,control,old_page,0
600334,2017-01-13 19:37:11.000000,control,old_page,0
610005,2017-01-15 08:11:46.000000,treatment,new_page,0
606316,2017-01-04 04:45:03.000000,control,old_page,0
605286,2017-01-12 04:35:32.000000,treatment,new_page,0
607967,2017-01-14 13:32:09.000000,control,old_page,0
605214,2017-01-03 19:20:59.000000,treatment,new_page,0
605749,2017-01-12 16:15:18.000000,control,old_page,0
607167,2017-01-08 00:35:13.000000,treatment,new_page,0
603009,2017-01-05 07:49:49.000000,treatment,new_page,0
605324,2017-01-16 00:42:14.000000,treatment,new_page,0
600581,2017-01-06 10:41:14.000000,control,old_page,0
608273,2017-01-15 22:14:30.000000,control,old_page,1
609401,2017-01-16 01:17:10.000000,treatment,new_page,0
607052,2017-01-09 13:44:13.000000,control,old_page,0
603082,2017-01-02 19:29:43.000000,treatment,new_page,0
603373,2017-01-05 08:43:52.000000,control,old_page,0
611290,2017-01-09 23:29:24.000000,control,old_page,0
605626,2017-01-12 06:58:42.000000,treatment,new_page,0
610336,2017-01-07 02:38:00.000000,control,old_page,0
601527,2017-01-07 00:38:34.000000,treatment,new_page,0
611357,2017-01-07 07:33:48.000000,control,old_page,0
604927,2017-01-08 00:34:50.000000,treatment,new_page,0
603825,2017-01-10 21:42:01.000000,treatment,new_page,1
603360,2017-01-08 14:43:04.000000,treatment,new_page,0
610453,2017-01-10 08:22:39.000000,control,old_page,0
606322,2017-01-06 16:22:31.000000,treatment,new_page,0
609960,2017-01-15 09:14:07.000000,control,old_page,0
604236,2017-01-05 04:20:54.000000,treatment,new_page,0
600156,2017-01-08 13:51:10.000000,control,old_page,0
